LCE6A	IPR031716
GK2	IPR018483
GK2	IPR005999
GRM2	IPR017978
GRM2	IPR017979
GRM2	IPR000337
GRM2	IPR000162
GRM2	IPR028082
GRM2	IPR001828
GRM2	IPR011500
GRM2	IPR001458
PDE3A	IPR023174
PDE3A	IPR002073
PDE3A	IPR003607
GALNT3	IPR000772
GALNT3	IPR001173
GALNT3	IPR029044
GPR176	IPR017452
GPR176	IPR000276
PIGH	IPR019328
CAPRIN1	IPR028816
CAPRIN1	IPR022070
GRB14	IPR029071
GRB14	IPR000159
GRB14	IPR000980
GRB14	IPR015042
GRB14	IPR001849
GRB14	IPR011993
GRB14	IPR035035
GRB14	IPR035034
GRB7	IPR029071
GRB7	IPR000159
GRB7	IPR000980
GRB7	IPR015042
GRB7	IPR001849
GRB7	IPR011993
GRB7	IPR035032
BECN1	IPR029318
BECN1	IPR032913
BECN1	IPR007243
HES1	IPR011598
HES1	IPR003650
SLBP	IPR026502
SLBP	IPR029344
NFE2L1	IPR004826
NFE2L1	IPR004827
NFE2L1	IPR029847
NFE2L1	IPR008917
RBM39	IPR006509
RBM39	IPR000504
RBM39	IPR003954
RBM39	IPR029123
KCNJ12	IPR016449
KCNJ12	IPR003272
KCNJ12	IPR013518
KCNJ12	IPR014756
KCNJ12	IPR013673
EDDM3A	IPR029747
EDDM3A	IPR023412
WFDC2	IPR008197
NEDD9	IPR001452
NEDD9	IPR014928
NEDD9	IPR021901
FGFBP1	IPR010510
SPARCL1	IPR003645
SPARCL1	IPR018247
SPARCL1	IPR016359
SPARCL1	IPR015369
SPARCL1	IPR011992
SPARCL1	IPR001999
SPARCL1	IPR002350
SPARCL1	IPR019577
SPARCL1	IPR002048
FAT1	IPR002126
FAT1	IPR000152
FAT1	IPR018097
FAT1	IPR000742
FAT1	IPR020894
FAT1	IPR013320
FAT1	IPR001881
FAT1	IPR013032
FAT1	IPR015919
FAT1	IPR001791
SCN5A	IPR005821
SCN5A	IPR024583
SCN5A	IPR010526
SCN5A	IPR001696
SCN5A	IPR008053
KRT33B	IPR001664
KRT33B	IPR002957
KRT33B	IPR018039
HIC1	IPR011333
HIC1	IPR028424
HIC1	IPR013083
HIC1	IPR013087
HIC1	IPR000210
HLTF	IPR000330
HLTF	IPR014001
HLTF	IPR017907
HLTF	IPR001650
HLTF	IPR013083
HLTF	IPR014905
HLTF	IPR030065
HLTF	IPR001841
HLTF	IPR027417
KRT32	IPR009030
KRT32	IPR001664
KRT32	IPR002957
KRT32	IPR018039
KRT81	IPR003054
KRT81	IPR001664
KRT81	IPR032444
KRT81	IPR018039
SQLE	IPR023753
SQLE	IPR013698
HNF4G	IPR001628
HNF4G	IPR000536
HNF4G	IPR003068
HNF4G	IPR013088
HNF4G	IPR001723
SLC29A2	IPR034764
SLC29A2	IPR030197
SLC29A2	IPR020846
SLC29A2	IPR002259
GBX1	IPR020479
GBX1	IPR009057
GBX1	IPR031251
GBX1	IPR001356
GBX1	IPR017970
PDIA5	IPR017937
PDIA5	IPR012336
PDIA5	IPR013766
PRPSAP1	IPR029099
PRPSAP1	IPR029057
PRPSAP1	IPR005946
DHX8	IPR007502
DHX8	IPR012340
DHX8	IPR001650
DHX8	IPR002464
DHX8	IPR027417
DHX8	IPR003029
DHX8	IPR022967
DHX8	IPR014001
DHX8	IPR011709
SEMA3A	IPR003599
SEMA3A	IPR007110
SEMA3A	IPR013783
SEMA3A	IPR027231
SEMA3A	IPR015943
SEMA3A	IPR016201
SEMA3A	IPR001627
DMC1	IPR011940
DMC1	IPR016467
DMC1	IPR003593
DMC1	IPR020587
DMC1	IPR020588
DMC1	IPR033925
DMC1	IPR013632
DMC1	IPR010995
DMC1	IPR027417
MCM6	IPR031327
MCM6	IPR033762
MCM6	IPR018525
MCM6	IPR012340
MCM6	IPR027925
MCM6	IPR001208
MCM6	IPR027417
MCM6	IPR008049
HSP90AA2P	IPR020575
HSP90AA2P	IPR019805
HSP90AA2P	IPR020568
HSP90AA2P	IPR003594
HSP90AA2P	IPR001404
ITPR2	IPR005821
ITPR2	IPR016024
ITPR2	IPR015925
ITPR2	IPR000699
ITPR2	IPR013662
ITPR2	IPR014821
ITPR2	IPR016093
ITPR2	IPR011989
ITPR2	IPR000493
ITPR3	IPR005821
ITPR3	IPR015925
ITPR3	IPR000699
ITPR3	IPR013662
ITPR3	IPR014821
ITPR3	IPR016093
ITPR3	IPR000493
DSC3	IPR002126
DSC3	IPR013783
DSC3	IPR027397
DSC3	IPR020894
DSC3	IPR014868
DSC3	IPR009122
DSC3	IPR015919
DSC3	IPR000233
ELAVL3	IPR002343
ELAVL3	IPR034915
ELAVL3	IPR003954
ELAVL3	IPR034775
ELAVL3	IPR000504
ELAVL3	IPR006548
MXD4	IPR011598
ZNF266	IPR003656
ZNF266	IPR001909
ZNF266	IPR013083
ZNF266	IPR013087
ZNF345	IPR013087
ZNF267	IPR001909
ZNF267	IPR013083
ZNF267	IPR013087
ZNF268	IPR001909
ZNF268	IPR013083
ZNF268	IPR013087
ZNF234	IPR001909
ZNF234	IPR013083
ZNF234	IPR013087
ZNF235	IPR001909
ZNF235	IPR013083
ZNF235	IPR013087
ZNF460	IPR001909
ZNF460	IPR013083
ZNF460	IPR013087
ZNF273	IPR001909
ZNF273	IPR013083
ZNF273	IPR013087
NBR1	IPR009060
NBR1	IPR000270
NBR1	IPR000433
NBR1	IPR015940
NBR1	IPR032350
NBR1	IPR034852
NBR1	IPR033513
ID2B	IPR026052
IHH	IPR028992
IHH	IPR006141
IHH	IPR009045
IHH	IPR001657
IHH	IPR003586
IHH	IPR003587
IHH	IPR000320
IHH	IPR033385
IHH	IPR001767
ITIH4	IPR013694
ITIH4	IPR002035
ITIH4	IPR010600
IL11RA	IPR007110
IL11RA	IPR003961
IL11RA	IPR013783
IL11RA	IPR003599
IL11RA	IPR003530
IL13RA2	IPR003961
IL13RA2	IPR013783
IL13RA2	IPR015321
IL13RA2	IPR003532
INSL4	IPR023258
INSL4	IPR022421
ITPR1	IPR005821
ITPR1	IPR016024
ITPR1	IPR015925
ITPR1	IPR000699
ITPR1	IPR013662
ITPR1	IPR014821
ITPR1	IPR016093
ITPR1	IPR000493
PLS1	IPR018247
PLS1	IPR001715
PLS1	IPR011992
PLS1	IPR001589
PLS1	IPR030235
PLS1	IPR002048
IRF3	IPR019471
IRF3	IPR001346
IRF3	IPR008984
IRF3	IPR017855
IRF3	IPR011991
IRF3	IPR019817
KCNJ11	IPR016449
KCNJ11	IPR003279
KCNJ11	IPR013518
KCNJ11	IPR014756
TMEM187	IPR028066
LAGE3	IPR015419
KIAA0100	IPR019439
KIAA0100	IPR019441
KIAA0100	IPR019443
TRIP12	IPR000569
TRIP12	IPR016024
TRIP12	IPR011989
TRIP12	IPR004170
PUM1	IPR033133
PUM1	IPR016024
PUM1	IPR011989
PUM1	IPR033712
PUM1	IPR001313
ESPL1	IPR005314
ESPL1	IPR011990
ESPL1	IPR030397
MDC1	IPR000253
MDC1	IPR001357
MDC1	IPR008984
CLINT1	IPR030544
CLINT1	IPR008942
CLINT1	IPR013809
KANK1	IPR002110
KANK1	IPR020683
KANK1	IPR021939
TTLL4	IPR004344
TTLL4	IPR027748
MELK	IPR011009
MELK	IPR000719
MELK	IPR008271
MELK	IPR017441
MELK	IPR028375
MELK	IPR033624
MELK	IPR034673
MELK	IPR001772
KCTD2	IPR011333
KCTD2	IPR003131
KCTD2	IPR000210
SMC1A	IPR010935
SMC1A	IPR029683
SMC1A	IPR027417
SMC1A	IPR003395
SMC1A	IPR024704
RRP1B	IPR010301
NCOA6	IPR032715
NCOA6	IPR015943
GSE1	IPR022207
DIP2A	IPR000873
DIP2A	IPR010506
GINS1	IPR021151
GINS1	IPR005339
LPIN1	IPR007651
LPIN1	IPR031703
LPIN1	IPR031315
LPIN1	IPR023214
LPIN1	IPR028794
LPIN1	IPR013209
USP10	IPR018200
USP10	IPR009818
USP10	IPR001394
USP10	IPR028889
MESDC2	IPR019330
GANAB	IPR030458
GANAB	IPR030459
GANAB	IPR011013
GANAB	IPR000322
GANAB	IPR017853
GANAB	IPR025887
RFTN1	IPR028169
MBTPS1	IPR023828
MBTPS1	IPR000209
MBTPS1	IPR029062
MBTPS1	IPR022398
MBTPS1	IPR034185
MBTPS1	IPR015500
SSPN	IPR030429
SSPN	IPR007237
KCNB1	IPR003968
KCNB1	IPR011333
KCNB1	IPR005821
KCNB1	IPR028325
KCNB1	IPR004350
KCNB1	IPR000210
KCNB1	IPR003973
KCNB1	IPR003131
KCNAB1	IPR005400
KCNAB1	IPR005399
KCNAB1	IPR023210
KCNAB1	IPR005983
MFSD10	IPR011701
MFSD10	IPR020846
PPP2R5D	IPR016024
PPP2R5D	IPR011989
PPP2R5D	IPR002554
LBR	IPR018083
LBR	IPR002999
LBR	IPR001171
LBR	IPR019023
COG2	IPR024602
COG2	IPR024603
COG2	IPR009316
GNMT	IPR014369
GNMT	IPR029063
PTPRCAP	IPR016553
MVP	IPR002499
MVP	IPR021870
STAT4	IPR015988
STAT4	IPR000980
STAT4	IPR029839
STAT4	IPR013799
STAT4	IPR012345
STAT4	IPR008967
STAT4	IPR001217
STAT4	IPR013800
STAT4	IPR013801
LTBP1	IPR000152
LTBP1	IPR018097
LTBP1	IPR009030
LTBP1	IPR017878
LTBP1	IPR000742
LTBP1	IPR026823
LTBP1	IPR001881
LTBP1	IPR013032
LTBP2	IPR000152
LTBP2	IPR018097
LTBP2	IPR009030
LTBP2	IPR017878
LTBP2	IPR000742
LTBP2	IPR001881
LTBP2	IPR013032
ICAM4	IPR003987
ICAM4	IPR013783
ICAM4	IPR013768
ICAM4	IPR007110
HLX	IPR020479
HLX	IPR009057
HLX	IPR017970
HLX	IPR001356
HLX	IPR000047
CBX2	IPR016197
CBX2	IPR000953
CBX2	IPR033773
CBX2	IPR023780
CBX2	IPR023779
GOLGB1	IPR003106
GOLGB1	IPR026202
CASP8	IPR029030
CASP8	IPR016129
CASP8	IPR002138
CASP8	IPR001875
CASP8	IPR015917
CASP8	IPR033139
CASP8	IPR001309
CASP8	IPR011029
ZNF846	IPR003656
ZNF846	IPR001909
ZNF846	IPR013087
SMCO1	IPR027875
NAA30	IPR016181
NAA30	IPR000182
FXYD3	IPR000272
KIF22	IPR019821
KIF22	IPR003583
KIF22	IPR027417
KIF22	IPR026986
KIF22	IPR001752
KIF22	IPR010994
MEF2D	IPR022102
MEF2D	IPR002100
MEF2D	IPR033896
GRM7	IPR017978
GRM7	IPR017979
GRM7	IPR000337
GRM7	IPR000162
GRM7	IPR028082
GRM7	IPR001828
GRM7	IPR011500
GRM7	IPR001883
GRM3	IPR017978
GRM3	IPR017979
GRM3	IPR028082
GRM3	IPR000337
GRM3	IPR000162
GRM3	IPR001234
GRM3	IPR001828
GRM3	IPR011500
GRM4	IPR017978
GRM4	IPR017979
GRM4	IPR000337
GRM4	IPR000162
GRM4	IPR028082
GRM4	IPR001828
GRM4	IPR011500
GRM4	IPR001786
CHD4	IPR000330
CHD4	IPR001965
CHD4	IPR028725
CHD4	IPR019786
CHD4	IPR023780
CHD4	IPR011011
CHD4	IPR001650
CHD4	IPR013083
CHD4	IPR002464
CHD4	IPR027417
CHD4	IPR016197
CHD4	IPR014001
CHD4	IPR012958
CHD4	IPR012957
CHD4	IPR019787
CHD4	IPR000953
CHD4	IPR009463
CHD4	IPR009462
LASP1	IPR001452
LASP1	IPR000900
LASP1	IPR001781
STARD3	IPR002913
STARD3	IPR029867
STARD3	IPR000799
STARD3	IPR023393
STARD3	IPR019498
POU6F1	IPR010982
POU6F1	IPR009057
POU6F1	IPR001356
POU6F1	IPR013847
POU6F1	IPR000327
MTF1	IPR013087
MTF1	IPR013083
CRYM	IPR003462
CRYM	IPR023401
CRYM	IPR016040
MYBPC3	IPR003599
MYBPC3	IPR003598
MYBPC3	IPR013783
MYBPC3	IPR013098
MYBPC3	IPR007110
MYBPC3	IPR003961
PTGR1	IPR013149
PTGR1	IPR016040
PTGR1	IPR014190
PTGR1	IPR020843
PTGR1	IPR011032
SLC17A1	IPR004745
SLC17A1	IPR011701
SLC17A1	IPR020846
DRAP1	IPR003958
DRAP1	IPR009072
ZNF169	IPR001909
ZNF169	IPR013083
ZNF169	IPR013087
NFATC4	IPR002909
NFATC4	IPR011539
NFATC4	IPR013783
NFATC4	IPR032397
NFATC4	IPR008366
NFATC4	IPR014756
NFATC4	IPR008967
NFIX	IPR003619
NFIX	IPR020604
NFIX	IPR019739
NFIX	IPR019548
NFIX	IPR000647
SLC9A5	IPR018410
SLC9A5	IPR006153
SLC9A5	IPR018422
SLC9A5	IPR004709
KIR3DS1	IPR003599
KIR3DS1	IPR007110
KIR3DS1	IPR013783
KIR3DS1	IPR013151
KIR2DS3	IPR003599
KIR2DS3	IPR007110
KIR2DS3	IPR013783
KIR2DS3	IPR013151
KIR2DS5	IPR003599
KIR2DS5	IPR007110
KIR2DS5	IPR013783
KIR2DS5	IPR013151
KIR2DS1	IPR003599
KIR2DS1	IPR007110
KIR2DS1	IPR013783
KIR2DS1	IPR013151
GPNMB	IPR013783
GPNMB	IPR000601
GPNMB	IPR022409
GRIN2C	IPR028082
GRIN2C	IPR001320
GRIN2C	IPR001508
GRIN2C	IPR018884
GRIN2C	IPR019594
GRIN2C	IPR001828
RAB39A	IPR005225
RAB39A	IPR027417
RAB39A	IPR001806
ZNF638	IPR033096
ZNF638	IPR000690
ZNF638	IPR013087
ZNF638	IPR003604
ZNF638	IPR022755
ZNF638	IPR000504
SLC10A1	IPR004710
SLC10A1	IPR030208
SLC10A1	IPR002657
KPNB1	IPR021133
KPNB1	IPR001494
KPNB1	IPR016024
KPNB1	IPR011989
KPNB1	IPR000225
NUMA1	IPR026650
OPCML	IPR003599
OPCML	IPR007110
OPCML	IPR013783
OPCML	IPR013098
OPCML	IPR003598
ODF1	IPR008978
ODF1	IPR002068
COL19A1	IPR008160
COL19A1	IPR013320
COL19A1	IPR001791
NR1I3	IPR001628
NR1I3	IPR001728
NR1I3	IPR000536
NR1I3	IPR013088
NR1I3	IPR001723
NR1D2	IPR001628
NR1D2	IPR000536
NR1D2	IPR013088
NR1D2	IPR001723
PSME4	IPR021843
PSME4	IPR016024
PSME4	IPR011989
PSME4	IPR032430
CUL7	IPR001373
CUL7	IPR031223
CUL7	IPR016024
CUL7	IPR008979
CUL7	IPR021097
CUL7	IPR014722
CUL7	IPR019559
CUL7	IPR004939
CUL7	IPR011991
CUL7	IPR016158
NWD1	IPR017986
NWD1	IPR001680
NWD1	IPR015943
NWD1	IPR019775
NWD1	IPR011047
NWD1	IPR027417
NWD1	IPR024977
SHPRH	IPR000330
SHPRH	IPR014001
SHPRH	IPR005818
SHPRH	IPR017907
SHPRH	IPR011011
SHPRH	IPR001650
SHPRH	IPR013083
SHPRH	IPR011990
SHPRH	IPR011991
SHPRH	IPR001965
SHPRH	IPR001841
SHPRH	IPR027417
SHPRH	IPR019786
SLMAP	IPR000253
SLMAP	IPR030498
SLMAP	IPR008984
GAPVD1	IPR008936
GAPVD1	IPR003123
GAPVD1	IPR001936
TMEM132D	IPR026307
TMEM132D	IPR031437
TMEM132D	IPR031436
TMEM132D	IPR031435
FRMPD4	IPR001478
FRMPD4	IPR019749
FRMPD4	IPR019748
FRMPD4	IPR029071
FRMPD4	IPR014352
FRMPD4	IPR011993
FRMPD4	IPR001202
FRMPD4	IPR000299
CLCA4	IPR004727
CLCA4	IPR013783
CLCA4	IPR002035
CLCA4	IPR013642
KRT72	IPR003054
KRT72	IPR001664
KRT72	IPR032444
KRT72	IPR018039
UBXN2B	IPR001012
UBXN2B	IPR012989
UBXN2B	IPR029071
ATXN7L3	IPR013243
ATXN7L3	IPR013246
NAA25	IPR013026
NAA25	IPR011990
NAA25	IPR019183
C16orf72	IPR029196
FASTKD3	IPR010622
FASTKD3	IPR013579
FASTKD3	IPR013584
HEPACAM	IPR003599
HEPACAM	IPR007110
HEPACAM	IPR013783
HEPACAM	IPR013106
HEPACAM	IPR003598
VEPH1	IPR001849
VEPH1	IPR016024
VEPH1	IPR011989
VEPH1	IPR011993
RTP5	IPR027377
RTP5	IPR026689
RTP5	IPR026096
TMEM132B	IPR026307
TMEM132B	IPR031437
TMEM132B	IPR031436
TMEM132B	IPR031435
NCAPH	IPR022816
PCLAF	IPR031444
SPCS2	IPR009582
EMC2	IPR013026
EMC2	IPR019734
EMC2	IPR011990
WTAP	IPR033757
WTAP	IPR029732
PSMD6	IPR000717
PSMD6	IPR019585
PSMD6	IPR011990
PSMD6	IPR011991
HERPUD1	IPR000626
HERPUD1	IPR029071
LAPTM4A	IPR018396
LAPTM4A	IPR004687
MAD2L1B	IPR009511
MORF4L2	IPR026541
MORF4L2	IPR008676
SEPT2	IPR030379
SEPT2	IPR008113
SEPT2	IPR027417
SEPT2	IPR016491
SART3	IPR034217
SART3	IPR034218
SART3	IPR003107
SART3	IPR008669
SART3	IPR011990
SART3	IPR000504
NCAPD2	IPR032682
NCAPD2	IPR024324
NCAPD2	IPR016024
NCAPD2	IPR007673
NCAPD2	IPR011989
NCAPD2	IPR026971
SUZ12	IPR019135
EXOSC7	IPR001247
EXOSC7	IPR027408
EXOSC7	IPR015847
EXOSC7	IPR020568
TNIP1	IPR033372
EFTUD2	IPR031950
EFTUD2	IPR005517
EFTUD2	IPR014721
EFTUD2	IPR000640
EFTUD2	IPR004161
EFTUD2	IPR020568
EFTUD2	IPR009000
EFTUD2	IPR000795
EFTUD2	IPR005225
EFTUD2	IPR009022
EFTUD2	IPR027417
LARS2	IPR009080
LARS2	IPR014729
LARS2	IPR001412
LARS2	IPR002302
LARS2	IPR002300
LARS2	IPR009008
LARS2	IPR013155
R3HDM1	IPR024771
R3HDM1	IPR001374
HERC3	IPR009091
HERC3	IPR000569
HERC3	IPR000408
TRAM2	IPR006634
TRAM2	IPR013599
TRAM2	IPR016447
SNX17	IPR000159
SNX17	IPR001683
SNX17	IPR028666
DAZAP2	IPR022730
JOSD1	IPR006155
ARL6IP1	IPR033301
RAB3GAP1	IPR026147
SLC39A14	IPR003689
KARS	IPR018149
KARS	IPR012340
KARS	IPR004364
KARS	IPR006195
KARS	IPR034762
KARS	IPR002313
KARS	IPR004365
SETDB1	IPR001739
SETDB1	IPR003616
SETDB1	IPR025796
SETDB1	IPR007728
SETDB1	IPR001214
SETDB1	IPR016177
SETDB1	IPR002999
LRRC14	IPR032675
LRRC14	IPR026292
LRRC14	IPR001611
MLC1	IPR033280
RRS1	IPR007023
IQCB1	IPR028765
IQCB1	IPR016024
IQCB1	IPR011989
IQCB1	IPR027417
IQCB1	IPR000048
POLD3	IPR019038
EIF4H	IPR034229
EIF4H	IPR000504
KIF14	IPR019821
KIF14	IPR032405
KIF14	IPR008984
KIF14	IPR000253
KIF14	IPR001752
KIF14	IPR027417
BRD3	IPR001487
BRD3	IPR018359
BRD3	IPR027353
WDR43	IPR017986
WDR43	IPR015943
WDR43	IPR007148
WDR43	IPR001680
OXA1L	IPR001708
OXA1L	IPR028055
ZNF146	IPR013087
EEA1	IPR013087
EEA1	IPR011011
EEA1	IPR017455
EEA1	IPR013083
EEA1	IPR000306
P2RY6	IPR017452
P2RY6	IPR000276
P2RY6	IPR001973
CDK5R1	IPR013763
CDK5R1	IPR004944
NCF4	IPR001683
NCF4	IPR000270
NCF4	IPR034912
NCF4	IPR001452
NCF4	IPR034853
NCF4	IPR000919
PDIA6	IPR017937
PDIA6	IPR005788
PDIA6	IPR012336
PDIA6	IPR013766
PAFAH1B3	IPR013830
PLCL1	IPR028382
PLCL1	IPR017946
PLCL1	IPR001849
PLCL1	IPR011993
PLCL1	IPR015359
PLCL1	IPR001711
PLCL1	IPR011992
PLCL1	IPR000008
PLCL1	IPR000909
PLCL1	IPR001192
PCOLCE	IPR018933
PCOLCE	IPR008993
PCOLCE	IPR000859
PCOLCE	IPR001134
PCOLCE	IPR028870
PDCD1	IPR003599
PDCD1	IPR007110
PDCD1	IPR013783
PDCD1	IPR013106
PDK1	IPR018955
PDK1	IPR005467
PDK1	IPR003594
PDK2	IPR018955
PDK2	IPR005467
PDK2	IPR003594
PDK3	IPR018955
PDK3	IPR005467
PDK3	IPR003594
PEA15	IPR029546
PEA15	IPR001875
PEA15	IPR011029
PGM5	IPR005841
PGM5	IPR005843
PGM5	IPR005845
PGM5	IPR016066
PGM5	IPR005846
PGM5	IPR016055
PGM5	IPR005844
EBP	IPR033118
EBP	IPR007905
PMVK	IPR005919
PMVK	IPR027417
CDK10	IPR017441
CDK10	IPR008271
CDK10	IPR011009
CDK10	IPR000719
PRKD1	IPR002219
PRKD1	IPR020454
PRKD1	IPR011009
PRKD1	IPR000719
PRKD1	IPR008271
PRKD1	IPR015727
PRKD1	IPR017441
PRKD1	IPR001849
PRKD1	IPR011993
PLCB4	IPR017946
PLCB4	IPR016280
PLCB4	IPR009535
PLCB4	IPR011992
PLCB4	IPR011993
PLCB4	IPR001711
PLCB4	IPR015359
PLCB4	IPR000008
PLCB4	IPR000909
PLCB4	IPR001192
PLEC	IPR001101
PLEC	IPR005326
PLEC	IPR018159
PLEC	IPR030269
PLEC	IPR001715
PLEC	IPR001589
PCM1	IPR024138
PCM1	IPR031446
NOMO1	IPR008969
NOMO1	IPR013784
PON2	IPR011042
PON2	IPR002640
PON2	IPR008364
PON3	IPR011042
PON3	IPR002640
PON3	IPR008364
TCEAL1	IPR010370
TCEAL1	IPR021156
PPP2R5A	IPR016024
PPP2R5A	IPR011989
PPP2R5A	IPR002554
PPP2R5B	IPR016024
PPP2R5B	IPR011989
PPP2R5B	IPR002554
PTGES3	IPR007052
PTGES3	IPR008978
PLGLA	IPR003609
PLGLA	IPR016351
PDGFRL	IPR003599
PDGFRL	IPR007110
PDGFRL	IPR013783
PDGFRL	IPR003598
STK38	IPR000961
STK38	IPR011009
STK38	IPR000719
STK38	IPR017892
STK38	IPR008271
STK38	IPR017441
NECTIN1	IPR003599
NECTIN1	IPR007110
NECTIN1	IPR013783
NECTIN1	IPR003598
NECTIN1	IPR033314
NECTIN1	IPR013106
NECTIN1	IPR013162
NONO	IPR034552
NONO	IPR000504
NONO	IPR034558
NONO	IPR012975
PSG5	IPR003599
PSG5	IPR007110
PSG5	IPR013783
PSG5	IPR013106
PSG5	IPR003598
PTPRR	IPR016130
PTPRR	IPR029021
PTPRR	IPR016334
PTPRR	IPR003595
PTPRR	IPR008356
PTPRR	IPR000387
PTPRR	IPR000242
PTPA	IPR004327
PTPRK	IPR003599
PTPRK	IPR007110
PTPRK	IPR013783
PTPRK	IPR000998
PTPRK	IPR013098
PTPRK	IPR016130
PTPRK	IPR029021
PTPRK	IPR003961
PTPRK	IPR003595
PTPRK	IPR013320
PTPRK	IPR000387
PTPRK	IPR000242
PWP2	IPR020472
PWP2	IPR017986
PWP2	IPR001680
PWP2	IPR015943
PWP2	IPR019775
PWP2	IPR007148
PWP2	IPR011047
PWP2	IPR027145
NKX1-1	IPR020479
NKX1-1	IPR009057
NKX1-1	IPR017970
NKX1-1	IPR001356
QPRT	IPR027277
QPRT	IPR002638
QPRT	IPR013785
QPRT	IPR004393
QPRT	IPR022412
RABEP1	IPR003914
RABEP1	IPR015390
RABEP1	IPR018514
RABEP1	IPR029880
RASA2	IPR001562
RASA2	IPR001936
RASA2	IPR008936
RASA2	IPR023152
RASA2	IPR001849
RASA2	IPR011993
RASA2	IPR000008
RAB35	IPR005225
RAB35	IPR027417
RAB35	IPR001806
RNPS1	IPR000504
RNPS1	IPR034201
RBBP5	IPR017986
RBBP5	IPR015943
RBBP5	IPR001680
RCN1	IPR002048
RCN1	IPR018247
RCN1	IPR011992
RCN1	IPR027241
ERBB4	IPR016245
ERBB4	IPR006211
ERBB4	IPR011009
ERBB4	IPR006212
ERBB4	IPR009030
ERBB4	IPR001245
ERBB4	IPR000719
ERBB4	IPR008266
ERBB4	IPR032675
ERBB4	IPR017441
ERBB4	IPR032778
ERBB4	IPR000494
ERBB4	IPR020635
IRF4	IPR019471
IRF4	IPR001346
IRF4	IPR008984
IRF4	IPR017855
IRF4	IPR011991
IRF4	IPR019817
RALBP1	IPR008936
RALBP1	IPR000198
POU4F3	IPR013847
POU4F3	IPR000327
POU4F3	IPR009057
POU4F3	IPR017970
POU4F3	IPR001356
POU4F3	IPR032961
POU4F3	IPR010982
KRT31	IPR001664
KRT31	IPR002957
KRT31	IPR018039
E2F5	IPR015633
E2F5	IPR028316
E2F5	IPR011991
E2F5	IPR032198
E2F5	IPR003316
LLGL1	IPR017986
LLGL1	IPR001680
LLGL1	IPR015943
LLGL1	IPR019775
LLGL1	IPR000664
LLGL1	IPR013577
LRRC41	IPR032675
LRRC41	IPR026137
RPS6KA2	IPR000961
RPS6KA2	IPR011009
RPS6KA2	IPR000719
RPS6KA2	IPR017892
RPS6KA2	IPR008271
RPS6KA2	IPR017441
RPS6KA2	IPR016239
TTF1	IPR001005
TTF1	IPR017877
TMED2	IPR009038
TMED2	IPR015720
PCBP1	IPR004087
PCBP1	IPR004088
PCBP2	IPR004087
PCBP2	IPR004088
ELOC	IPR011333
ELOC	IPR001232
ELOC	IPR016073
ELOB	IPR000626
ELOB	IPR029071
EPHA7	IPR013783
EPHA7	IPR017441
EPHA7	IPR011009
EPHA7	IPR008979
EPHA7	IPR000719
EPHA7	IPR009030
EPHA7	IPR003961
EPHA7	IPR013761
EPHA7	IPR001426
EPHA7	IPR008266
EPHA7	IPR001090
EPHA7	IPR027936
EPHA7	IPR034283
EPHA7	IPR001660
EPHA7	IPR011641
EPHA7	IPR001245
EPHA7	IPR020635
EPHA7	IPR016257
RHEB	IPR020849
RHEB	IPR005225
RHEB	IPR027417
RHEB	IPR001806
UBE3C	IPR000569
UBE3C	IPR000048
TOMM20	IPR023392
TOMM20	IPR002056
TOMM20	IPR022422
MTFR1	IPR007972
P2RY14	IPR017452
P2RY14	IPR000276
P2RY14	IPR005466
DHCR24	IPR016166
DHCR24	IPR006094
DHCR24	IPR016169
SF3B3	IPR015943
SF3B3	IPR004871
SF3B3	IPR017986
PUM3	IPR033133
PUM3	IPR016024
PUM3	IPR011989
PUM3	IPR001313
PUM3	IPR012959
DLGAP5	IPR005026
TLR1	IPR000157
TLR1	IPR003591
TLR1	IPR027190
TLR1	IPR032675
TLR1	IPR001611
TLR1	IPR000483
NR6A1	IPR001628
NR6A1	IPR000536
NR6A1	IPR013088
NR6A1	IPR001723
RYR3	IPR005821
RYR3	IPR016024
RYR3	IPR003877
RYR3	IPR013662
RYR3	IPR013333
RYR3	IPR015925
RYR3	IPR003032
RYR3	IPR000699
RYR3	IPR013320
RYR3	IPR011992
RYR3	IPR016093
RYR3	IPR014821
RYR3	IPR001870
RYR3	IPR002048
RYR3	IPR009460
RBMY1J	IPR000504
RBMY1F	IPR000504
RBMY1J	IPR012604
RBMY1F	IPR012604
CNN3	IPR001997
CNN3	IPR001715
CNN3	IPR000557
CNN3	IPR003096
RPS6KA1	IPR000961
RPS6KA1	IPR011009
RPS6KA1	IPR000719
RPS6KA1	IPR017892
RPS6KA1	IPR008271
RPS6KA1	IPR017441
RPS6KA1	IPR016239
SAFB	IPR034781
SAFB	IPR000504
SAFB	IPR003034
SF3B4	IPR000504
SF3B4	IPR034159
SF3B4	IPR034158
SF3A2	IPR013087
SF3A2	IPR000690
SF3A2	IPR031781
SF3A2	IPR003604
SYCP1	IPR024835
SYCP1	IPR008827
RBMS2	IPR000504
PPP1R7	IPR003591
PPP1R7	IPR032675
PPP1R7	IPR003603
PPP1R7	IPR001611
SEC23A	IPR002035
SEC23A	IPR029006
SEC23A	IPR012990
SEC23A	IPR006900
SEC23A	IPR006895
SEC23A	IPR007123
SEC23A	IPR006896
SEC23B	IPR002035
SEC23B	IPR029006
SEC23B	IPR012990
SEC23B	IPR006900
